full_name,age_range,current_status,work_style,career_inclination,highest_qualification,field_of_study,performance,key_subjects,technical_skills,skill_levels,tools,logical_thinking,mathematical_ability,communication,creativity,problem_solving,work_preference,learning_style,top_career_1,top_career_2,top_career_3,top_career_1_score,top_career_2_score,top_career_3_score,top_career_1_salary,top_career_2_salary,top_career_3_salary
user_7157,22-26,Student,Technical,Science / Research,Bachelor,Business,Low,"['Math', 'Physics']","['Data Analysis', 'Programming']","{'Data Analysis': 'Intermediate', 'Programming': 'Advanced'}","['Python', 'Excel']",8,5,8,7,8,Individual Work,Theoretical,Research Scientist,Data Researcher,Lab Analyst,0.78,0.75,0.59,71284,84860,112449
user_8790,22-26,Student,Technical,Business,Bachelor,Business,Low,"['Physics', 'Business']","['Marketing', 'Writing', 'Networking']","{'Marketing': 'Advanced', 'Writing': 'Intermediate', 'Networking': 'Intermediate'}",['Excel'],6,4,5,4,8,Team Work,Mixed,Marketing Manager,Business Analyst,HR Manager,0.94,0.71,0.7,107447,110202,115042
user_3275,26-30,Graduate,Social,IT / Tech,Intermediate,Business,High,"['Biology', 'Physics']","['Programming', 'Data Analysis']","{'Programming': 'Advanced', 'Data Analysis': 'Beginner'}","['Python', 'React']",10,4,6,9,10,Team Work,Practical,Data Scientist,Cyber Security Analyst,AI Engineer,0.92,0.74,0.74,95186,78902,49422
user_4929,26-30,Working,Analytical,Business,Intermediate,Arts,Average,"['Business', 'Computer Science']","['Marketing', 'Writing', 'Networking']","{'Marketing': 'Beginner', 'Writing': 'Intermediate', 'Networking': 'Advanced'}",['Excel'],9,10,6,4,7,Individual Work,Theoretical,Business Analyst,HR Manager,Marketing Manager,0.85,0.63,0.64,71344,55070,104461
user_9296,22-26,Student,Analytical,Science / Research,Bachelor,Business,High,"['Arts', 'Math']","['Data Analysis', 'Programming']","{'Data Analysis': 'Intermediate', 'Programming': 'Advanced'}","['Python', 'Excel']",7,7,7,8,6,Team Work,Mixed,Data Researcher,Lab Analyst,Research Scientist,0.71,0.75,0.74,91774,93486,81171
user_6819,26-30,Working,Analytical,Business,Bachelor,Arts,Average,"['Computer Science', 'Math']","['Marketing', 'Writing', 'Networking']","{'Marketing': 'Beginner', 'Writing': 'Advanced', 'Networking': 'Advanced'}",['Excel'],5,4,8,10,6,Individual Work,Practical,HR Manager,Business Analyst,Marketing Manager,0.73,0.75,0.77,60957,89447,58992
user_6183,18-22,Graduate,Analytical,Healthcare,Intermediate,Business,Low,"['Business', 'Math']","['Writing', 'Data Analysis']","{'Writing': 'Beginner', 'Data Analysis': 'Intermediate'}",['Excel'],7,7,10,5,8,Individual Work,Theoretical,Doctor,Biomedical Scientist,Pharmacist,0.79,0.81,0.66,83732,124995,110687
user_2716,26-30,Graduate,Social,Healthcare,Master,Arts,Low,"['Physics', 'Computer Science']","['Writing', 'Data Analysis']","{'Writing': 'Beginner', 'Data Analysis': 'Beginner'}",['Excel'],8,10,10,4,8,Team Work,Mixed,Biomedical Scientist,Pharmacist,Doctor,0.85,0.6,0.71,142981,57969,83874
user_3490,22-26,Graduate,Analytical,Science / Research,Intermediate,Arts,Low,"['Computer Science', 'Arts']","['Data Analysis', 'Programming']","{'Data Analysis': 'Advanced', 'Programming': 'Intermediate'}","['Python', 'Excel']",7,4,9,4,7,Individual Work,Practical,Lab Analyst,Research Scientist,Data Researcher,0.78,0.76,0.7,62920,59167,89630
user_4885,26-30,Working,Creative,Healthcare,Bachelor,Arts,Average,"['Business', 'Arts']","['Writing', 'Data Analysis']","{'Writing': 'Advanced', 'Data Analysis': 'Beginner'}",['Excel'],6,10,9,9,8,Team Work,Practical,Biomedical Scientist,Nurse,Pharmacist,0.78,0.69,0.66,97202,105628,98929
user_8513,22-26,Working,Technical,Science / Research,Intermediate,Biology,Low,"['Arts', 'Biology']","['Data Analysis', 'Programming']","{'Data Analysis': 'Beginner', 'Programming': 'Beginner'}","['Python', 'Excel']",5,9,4,7,5,Individual Work,Mixed,Research Scientist,Lab Analyst,Data Researcher,0.94,0.76,0.71,120475,86330,70342
user_7802,18-22,Working,Creative,IT / Tech,Intermediate,Computer Science,Average,"['Business', 'Physics']","['Programming', 'Data Analysis']","{'Programming': 'Advanced', 'Data Analysis': 'Intermediate'}","['Python', 'React']",9,5,9,4,10,Individual Work,Theoretical,Data Scientist,AI Engineer,Cyber Security Analyst,0.79,0.79,0.57,141391,115550,46715
user_3218,18-22,Graduate,Analytical,Arts / Design,Intermediate,Business,High,"['Physics', 'Computer Science']","['Graphic Design', 'Writing']","{'Graphic Design': 'Beginner', 'Writing': 'Beginner'}",['Canva'],6,6,8,8,9,Individual Work,Theoretical,Content Creator,Graphic Designer,UI/UX Designer,0.88,0.61,0.64,144768,99910,69179
user_3746,22-26,Graduate,Technical,Business,Master,Business,Low,"['Computer Science', 'Physics']","['Marketing', 'Writing', 'Networking']","{'Marketing': 'Advanced', 'Writing': 'Beginner', 'Networking': 'Advanced'}",['Excel'],7,6,10,10,9,Individual Work,Mixed,Marketing Manager,Business Analyst,HR Manager,0.79,0.75,0.58,120788,88834,53174
user_7916,18-22,Working,Analytical,Healthcare,Bachelor,Computer Science,Average,"['Math', 'Business']","['Writing', 'Data Analysis']","{'Writing': 'Beginner', 'Data Analysis': 'Beginner'}",['Excel'],6,6,6,8,8,Team Work,Theoretical,Doctor,Nurse,Pharmacist,0.88,0.61,0.5,90900,84701,51120
user_6848,22-26,Student,Technical,Business,Intermediate,Computer Science,Low,"['Math', 'Biology']","['Marketing', 'Writing', 'Networking']","{'Marketing': 'Advanced', 'Writing': 'Beginner', 'Networking': 'Beginner'}",['Excel'],9,8,10,7,10,Individual Work,Mixed,HR Manager,Business Analyst,Marketing Manager,0.83,0.71,0.55,109195,105679,108528
user_8883,22-26,Working,Creative,Business,Master,Biology,Average,"['Biology', 'Arts']","['Marketing', 'Writing', 'Networking']","{'Marketing': 'Beginner', 'Writing': 'Advanced', 'Networking': 'Advanced'}",['Excel'],9,4,10,9,6,Individual Work,Theoretical,Marketing Manager,HR Manager,Business Analyst,0.9,0.62,0.54,116202,129176,72986
user_1592,26-30,Graduate,Technical,Business,Master,Arts,High,"['Biology', 'Math']","['Marketing', 'Writing', 'Networking']","{'Marketing': 'Intermediate', 'Writing': 'Intermediate', 'Networking': 'Intermediate'}",['Excel'],8,4,5,7,9,Individual Work,Practical,HR Manager,Marketing Manager,Business Analyst,0.71,0.75,0.75,119888,114075,100230
user_6392,18-22,Working,Technical,Arts / Design,Bachelor,Business,Low,"['Computer Science', 'Math']","['Graphic Design', 'Writing']","{'Graphic Design': 'Advanced', 'Writing': 'Advanced'}",['Canva'],6,5,9,10,8,Team Work,Theoretical,UI/UX Designer,Graphic Designer,Content Creator,0.8,0.62,0.51,72676,120691,65822
user_2147,26-30,Working,Technical,Science / Research,Intermediate,Business,High,"['Math', 'Arts']","['Data Analysis', 'Programming']","{'Data Analysis': 'Advanced', 'Programming': 'Intermediate'}","['Python', 'Excel']",5,9,8,4,7,Individual Work,Mixed,Data Researcher,Lab Analyst,Research Scientist,0.84,0.64,0.68,84563,80220,57565
user_4177,18-22,Graduate,Technical,Science / Research,Master,Computer Science,Average,"['Physics', 'Business']","['Data Analysis', 'Programming']","{'Data Analysis': 'Beginner', 'Programming': 'Advanced'}","['Python', 'Excel']",6,7,8,6,10,Team Work,Mixed,Lab Analyst,Research Scientist,Data Researcher,0.86,0.6,0.79,105141,105931,75343
user_6832,26-30,Working,Creative,IT / Tech,Master,Computer Science,Average,"['Computer Science', 'Physics']","['Programming', 'Data Analysis']","{'Programming': 'Advanced', 'Data Analysis': 'Intermediate'}","['Python', 'React']",10,10,10,5,6,Individual Work,Theoretical,Cyber Security Analyst,Software Engineer,Data Scientist,0.9,0.84,0.79,116728,98631,48706
user_5862,22-26,Student,Analytical,Science / Research,Intermediate,Arts,Low,"['Arts', 'Biology']","['Data Analysis', 'Programming']","{'Data Analysis': 'Beginner', 'Programming': 'Advanced'}","['Python', 'Excel']",10,10,5,10,6,Individual Work,Mixed,Lab Analyst,Data Researcher,Research Scientist,0.9,0.79,0.76,107517,123557,85653
user_8525,26-30,Working,Social,Business,Intermediate,Computer Science,High,"['Math', 'Business']","['Marketing', 'Writing', 'Networking']","{'Marketing': 'Intermediate', 'Writing': 'Intermediate', 'Networking': 'Beginner'}",['Excel'],9,6,7,5,9,Team Work,Mixed,HR Manager,Business Analyst,Marketing Manager,0.82,0.76,0.57,90773,115342,42601
user_5214,26-30,Student,Creative,Science / Research,Master,Business,High,"['Computer Science', 'Math']","['Data Analysis', 'Programming']","{'Data Analysis': 'Advanced', 'Programming': 'Advanced'}","['Python', 'Excel']",6,8,5,8,7,Team Work,Practical,Data Researcher,Lab Analyst,Research Scientist,0.84,0.73,0.5,117712,72591,61739
user_4428,26-30,Graduate,Social,IT / Tech,Bachelor,Computer Science,Average,"['Biology', 'Arts']","['Programming', 'Data Analysis']","{'Programming': 'Advanced', 'Data Analysis': 'Advanced'}","['Python', 'React']",8,8,9,6,7,Individual Work,Practical,Data Scientist,Software Engineer,Cyber Security Analyst,0.8,0.67,0.63,65489,56560,107912
user_2204,18-22,Student,Analytical,Arts / Design,Master,Computer Science,Low,"['Arts', 'Physics']","['Graphic Design', 'Writing']","{'Graphic Design': 'Intermediate', 'Writing': 'Advanced'}",['Canva'],9,6,8,7,9,Team Work,Mixed,Graphic Designer,Content Creator,UI/UX Designer,0.83,0.72,0.79,90567,55162,42603
user_8819,22-26,Working,Social,IT / Tech,Intermediate,Business,Average,"['Computer Science', 'Physics']","['Programming', 'Data Analysis']","{'Programming': 'Intermediate', 'Data Analysis': 'Beginner'}","['Python', 'React']",9,7,7,5,8,Team Work,Theoretical,AI Engineer,Cyber Security Analyst,Software Engineer,0.78,0.76,0.7,108370,118759,96151
user_7493,26-30,Working,Creative,Business,Bachelor,Biology,Average,"['Arts', 'Computer Science']","['Marketing', 'Writing', 'Networking']","{'Marketing': 'Beginner', 'Writing': 'Beginner', 'Networking': 'Beginner'}",['Excel'],5,4,5,4,10,Team Work,Practical,Business Analyst,Marketing Manager,HR Manager,0.95,0.76,0.63,96938,127921,105245
user_5175,18-22,Student,Creative,IT / Tech,Intermediate,Business,High,"['Math', 'Business']","['Programming', 'Data Analysis']","{'Programming': 'Beginner', 'Data Analysis': 'Advanced'}","['Python', 'React']",5,7,9,5,7,Team Work,Mixed,Software Engineer,Cyber Security Analyst,AI Engineer,0.83,0.76,0.77,91120,88574,40525
user_9088,26-30,Student,Social,Business,Intermediate,Computer Science,Low,"['Computer Science', 'Business']","['Marketing', 'Writing', 'Networking']","{'Marketing': 'Intermediate', 'Writing': 'Beginner', 'Networking': 'Beginner'}",['Excel'],10,9,4,4,5,Team Work,Theoretical,HR Manager,Marketing Manager,Business Analyst,0.93,0.6,0.56,143227,109694,70803
user_9354,22-26,Graduate,Technical,Healthcare,Intermediate,Arts,Average,"['Math', 'Physics']","['Writing', 'Data Analysis']","{'Writing': 'Intermediate', 'Data Analysis': 'Intermediate'}",['Excel'],5,10,9,9,6,Team Work,Mixed,Biomedical Scientist,Pharmacist,Nurse,0.77,0.71,0.76,71910,53436,111915
user_4572,18-22,Working,Social,IT / Tech,Bachelor,Computer Science,Low,"['Arts', 'Biology']","['Programming', 'Data Analysis']","{'Programming': 'Advanced', 'Data Analysis': 'Advanced'}","['Python', 'React']",10,10,10,8,10,Team Work,Theoretical,Data Scientist,AI Engineer,Cyber Security Analyst,0.9,0.8,0.72,86202,55725,73653
user_5341,18-22,Student,Creative,IT / Tech,Bachelor,Business,High,"['Math', 'Business']","['Programming', 'Data Analysis']","{'Programming': 'Advanced', 'Data Analysis': 'Beginner'}","['Python', 'React']",10,10,10,4,10,Team Work,Mixed,Software Engineer,AI Engineer,Cyber Security Analyst,0.88,0.75,0.7,130327,59710,47099
user_5050,22-26,Student,Creative,Healthcare,Master,Computer Science,High,"['Computer Science', 'Business']","['Writing', 'Data Analysis']","{'Writing': 'Beginner', 'Data Analysis': 'Beginner'}",['Excel'],10,8,8,10,9,Team Work,Theoretical,Pharmacist,Nurse,Doctor,0.85,0.62,0.56,130742,103824,119711
user_3356,26-30,Student,Creative,Arts / Design,Master,Arts,Average,"['Physics', 'Computer Science']","['Graphic Design', 'Writing']","{'Graphic Design': 'Beginner', 'Writing': 'Advanced'}",['Canva'],10,4,4,8,5,Team Work,Mixed,UI/UX Designer,Graphic Designer,Content Creator,0.78,0.76,0.65,124653,127164,79549
user_3152,22-26,Graduate,Technical,IT / Tech,Intermediate,Computer Science,Average,"['Computer Science', 'Physics']","['Programming', 'Data Analysis']","{'Programming': 'Advanced', 'Data Analysis': 'Beginner'}","['Python', 'React']",8,7,6,6,9,Team Work,Practical,Software Engineer,Cyber Security Analyst,Data Scientist,0.92,0.67,0.7,118112,56564,61797
user_6488,18-22,Working,Creative,Arts / Design,Master,Biology,Average,"['Business', 'Math']","['Graphic Design', 'Writing']","{'Graphic Design': 'Advanced', 'Writing': 'Intermediate'}",['Canva'],10,7,10,10,5,Team Work,Practical,Graphic Designer,UI/UX Designer,Content Creator,0.76,0.8,0.74,107533,63694,57680
user_9138,22-26,Student,Analytical,IT / Tech,Master,Arts,Average,"['Physics', 'Business']","['Programming', 'Data Analysis']","{'Programming': 'Intermediate', 'Data Analysis': 'Intermediate'}","['Python', 'React']",8,6,9,5,5,Individual Work,Practical,AI Engineer,Cyber Security Analyst,Data Scientist,0.9,0.84,0.72,142634,126746,85164
user_2344,26-30,Working,Analytical,Science / Research,Bachelor,Business,High,"['Math', 'Business']","['Data Analysis', 'Programming']","{'Data Analysis': 'Advanced', 'Programming': 'Advanced'}","['Python', 'Excel']",6,8,8,10,10,Team Work,Theoretical,Data Researcher,Lab Analyst,Research Scientist,0.84,0.76,0.66,95386,115339,47489
user_1335,18-22,Student,Technical,Arts / Design,Master,Computer Science,High,"['Arts', 'Biology']","['Graphic Design', 'Writing']","{'Graphic Design': 'Advanced', 'Writing': 'Advanced'}",['Canva'],8,5,4,6,5,Team Work,Theoretical,UI/UX Designer,Graphic Designer,Content Creator,0.87,0.76,0.77,83330,71733,76340
user_5854,22-26,Student,Analytical,IT / Tech,Intermediate,Arts,Average,"['Business', 'Physics']","['Programming', 'Data Analysis']","{'Programming': 'Beginner', 'Data Analysis': 'Beginner'}","['Python', 'React']",7,10,6,9,10,Team Work,Theoretical,Cyber Security Analyst,AI Engineer,Data Scientist,0.94,0.78,0.79,113551,57547,87649
user_9663,22-26,Student,Social,Arts / Design,Intermediate,Arts,Low,"['Biology', 'Math']","['Graphic Design', 'Writing']","{'Graphic Design': 'Advanced', 'Writing': 'Advanced'}",['Canva'],9,10,6,5,8,Team Work,Theoretical,Content Creator,Graphic Designer,UI/UX Designer,0.84,0.64,0.58,86718,121378,80206
user_2258,22-26,Student,Analytical,Science / Research,Master,Arts,Average,"['Physics', 'Biology']","['Data Analysis', 'Programming']","{'Data Analysis': 'Advanced', 'Programming': 'Beginner'}","['Python', 'Excel']",7,5,7,7,9,Team Work,Theoretical,Data Researcher,Research Scientist,Lab Analyst,0.81,0.82,0.65,113553,107862,72040
user_5841,22-26,Graduate,Social,Business,Bachelor,Arts,High,"['Physics', 'Biology']","['Marketing', 'Writing', 'Networking']","{'Marketing': 'Intermediate', 'Writing': 'Advanced', 'Networking': 'Beginner'}",['Excel'],7,7,5,5,5,Individual Work,Mixed,Marketing Manager,Business Analyst,HR Manager,0.71,0.82,0.5,98478,54945,92817
user_8806,22-26,Working,Technical,Business,Master,Business,High,"['Business', 'Math']","['Marketing', 'Writing', 'Networking']","{'Marketing': 'Beginner', 'Writing': 'Beginner', 'Networking': 'Advanced'}",['Excel'],8,6,9,7,9,Individual Work,Mixed,Business Analyst,Marketing Manager,HR Manager,0.78,0.85,0.79,72053,80846,98133
user_6140,18-22,Working,Creative,IT / Tech,Intermediate,Biology,Average,"['Business', 'Physics']","['Programming', 'Data Analysis']","{'Programming': 'Intermediate', 'Data Analysis': 'Advanced'}","['Python', 'React']",6,5,4,9,7,Team Work,Mixed,Data Scientist,Cyber Security Analyst,Software Engineer,0.87,0.7,0.55,89382,127248,52791
user_5610,18-22,Student,Technical,IT / Tech,Master,Business,Average,"['Physics', 'Business']","['Programming', 'Data Analysis']","{'Programming': 'Advanced', 'Data Analysis': 'Beginner'}","['Python', 'React']",5,9,10,5,6,Individual Work,Practical,Software Engineer,Data Scientist,Cyber Security Analyst,0.74,0.78,0.56,95977,66539,54615
user_6830,18-22,Student,Creative,Arts / Design,Master,Arts,Average,"['Business', 'Arts']","['Graphic Design', 'Writing']","{'Graphic Design': 'Beginner', 'Writing': 'Advanced'}",['Canva'],10,7,8,9,5,Individual Work,Theoretical,Graphic Designer,Content Creator,UI/UX Designer,0.9,0.64,0.54,91160,122560,78909
user_7885,22-26,Student,Technical,Arts / Design,Bachelor,Computer Science,Low,"['Physics', 'Computer Science']","['Graphic Design', 'Writing']","{'Graphic Design': 'Intermediate', 'Writing': 'Advanced'}",['Canva'],9,6,7,10,8,Individual Work,Mixed,Graphic Designer,UI/UX Designer,Content Creator,0.95,0.61,0.55,147083,121393,110233
user_8755,18-22,Student,Creative,Healthcare,Bachelor,Biology,Low,"['Biology', 'Math']","['Writing', 'Data Analysis']","{'Writing': 'Advanced', 'Data Analysis': 'Intermediate'}",['Excel'],9,6,6,6,10,Team Work,Mixed,Pharmacist,Nurse,Doctor,0.77,0.81,0.7,138356,62004,110809
user_4933,22-26,Working,Social,Science / Research,Intermediate,Arts,Low,"['Physics', 'Math']","['Data Analysis', 'Programming']","{'Data Analysis': 'Intermediate', 'Programming': 'Beginner'}","['Python', 'Excel']",5,6,4,5,7,Individual Work,Theoretical,Lab Analyst,Research Scientist,Data Researcher,0.79,0.64,0.65,99949,108612,108507
user_7002,18-22,Graduate,Creative,IT / Tech,Bachelor,Business,High,"['Business', 'Physics']","['Programming', 'Data Analysis']","{'Programming': 'Intermediate', 'Data Analysis': 'Intermediate'}","['Python', 'React']",9,9,9,5,8,Team Work,Mixed,AI Engineer,Cyber Security Analyst,Software Engineer,0.88,0.78,0.61,136915,86648,88240
user_2580,22-26,Graduate,Creative,Healthcare,Master,Business,High,"['Business', 'Math']","['Writing', 'Data Analysis']","{'Writing': 'Beginner', 'Data Analysis': 'Beginner'}",['Excel'],10,8,9,7,6,Team Work,Theoretical,Nurse,Pharmacist,Doctor,0.93,0.83,0.55,70566,91414,100373
user_7496,18-22,Student,Analytical,Science / Research,Master,Computer Science,High,"['Computer Science', 'Arts']","['Data Analysis', 'Programming']","{'Data Analysis': 'Advanced', 'Programming': 'Beginner'}","['Python', 'Excel']",9,10,10,6,8,Team Work,Theoretical,Lab Analyst,Data Researcher,Research Scientist,0.84,0.7,0.69,93708,73905,60943
user_5705,18-22,Working,Creative,Healthcare,Bachelor,Biology,High,"['Arts', 'Physics']","['Writing', 'Data Analysis']","{'Writing': 'Intermediate', 'Data Analysis': 'Beginner'}",['Excel'],9,4,4,6,8,Individual Work,Practical,Biomedical Scientist,Pharmacist,Doctor,0.81,0.65,0.7,142952,83217,72110
user_2261,22-26,Student,Technical,IT / Tech,Bachelor,Business,High,"['Biology', 'Physics']","['Programming', 'Data Analysis']","{'Programming': 'Beginner', 'Data Analysis': 'Intermediate'}","['Python', 'React']",5,7,4,6,9,Team Work,Mixed,AI Engineer,Software Engineer,Data Scientist,0.71,0.7,0.73,70984,125162,42906
user_7785,22-26,Working,Technical,Arts / Design,Master,Arts,Average,"['Arts', 'Math']","['Graphic Design', 'Writing']","{'Graphic Design': 'Beginner', 'Writing': 'Beginner'}",['Canva'],5,9,9,7,9,Team Work,Theoretical,Graphic Designer,Content Creator,UI/UX Designer,0.76,0.79,0.68,148719,55510,88099
